userId,movieId,rating,date
1,6888,3.0,02-04-2005
1,7001,3.5,10-09-2004
1,7045,3.5,02-04-2005
1,7046,4.0,02-04-2005
1,7153,5.0,02-04-2005
1,7164,3.5,02-04-2005
1,7247,3.5,02-04-2005
1,7387,3.5,10-09-2004
1,7389,4.0,02-04-2005
1,7438,4.0,02-04-2005
1,7449,3.5,02-04-2005
1,7454,4.0,02-04-2005
1,7482,3.0,02-04-2005
1,7757,4.0,02-04-2005
1,8368,4.0,02-04-2005
1,8482,3.5,02-04-2005
1,8507,5.0,10-09-2004
1,8636,4.5,02-04-2005
1,8690,3.5,02-04-2005
1,8961,4.0,02-04-2005
1,31696,4.0,02-04-2005
2,3,4.0,21-11-2000
2,62,5.0,21-11-2000
2,70,5.0,21-11-2000
2,110,4.0,21-11-2000
2,242,3.0,21-11-2000
2,260,5.0,21-11-2000
2,266,5.0,21-11-2000
2,469,3.0,21-11-2000
2,480,5.0,21-11-2000
2,541,5.0,21-11-2000
2,589,5.0,21-11-2000
2,891,2.0,21-11-2000
2,908,4.0,21-11-2000
2,924,5.0,21-11-2000
2,1121,3.0,21-11-2000
2,1196,5.0,21-11-2000
2,1210,5.0,21-11-2000
2,1214,5.0,21-11-2000
2,1249,5.0,21-11-2000
2,1259,5.0,21-11-2000
2,1270,5.0,21-11-2000
2,1327,5.0,21-11-2000
2,1356,5.0,21-11-2000
2,1544,5.0,21-11-2000
2,1580,4.0,21-11-2000
2,1673,4.0,21-11-2000
2,1748,5.0,21-11-2000
2,1965,3.0,21-11-2000
2,1969,2.0,21-11-2000
2,1970,2.0,21-11-2000
2,1971,2.0,21-11-2000
2,1972,2.0,21-11-2000
2,1973,3.0,21-11-2000
2,1974,5.0,21-11-2000
2,1986,2.0,21-11-2000
2,2291,2.0,21-11-2000
2,2454,4.0,21-11-2000
2,2455,4.0,21-11-2000
2,2791,2.0,21-11-2000
2,2858,3.0,21-11-2000
2,2948,5.0,21-11-2000
2,2951,4.0,21-11-2000
2,3150,4.0,21-11-2000
2,3159,3.0,21-11-2000
2,3173,4.0,21-11-2000
2,3450,5.0,21-11-2000
2,3513,5.0,21-11-2000
2,3534,3.0,21-11-2000
2,3555,4.0,21-11-2000
2,3565,3.0,21-11-2000
2,3703,4.0,21-11-2000
2,3753,4.0,21-11-2000
2,3917,4.0,21-11-2000
2,3918,3.0,21-11-2000
2,3923,4.0,21-11-2000
2,3926,4.0,21-11-2000
2,3927,5.0,21-11-2000
2,3928,5.0,21-11-2000
2,3930,5.0,21-11-2000
2,3937,4.0,21-11-2000
2,3959,5.0,21-11-2000
3,1,4.0,11-12-1999
3,24,3.0,14-12-1999
3,32,4.0,11-12-1999
3,50,5.0,11-12-1999
3,160,3.0,14-12-1999
3,173,2.0,14-12-1999
3,175,5.0,11-12-1999
3,196,3.0,14-12-1999
3,223,5.0,11-12-1999
3,260,5.0,11-12-1999
3,316,5.0,14-12-1999
3,318,5.0,11-12-1999
3,329,5.0,14-12-1999
3,337,3.0,11-12-1999
3,440,3.0,11-12-1999
3,442,3.0,14-12-1999
3,457,5.0,11-12-1999
3,480,5.0,14-12-1999
3,490,5.0,11-12-1999
3,512,2.0,14-12-1999
3,541,5.0,11-12-1999
3,589,4.0,11-12-1999
3,593,5.0,11-12-1999
3,610,4.0,11-12-1999
3,718,3.0,11-12-1999
3,780,3.0,14-12-1999
3,788,4.0,14-12-1999
3,858,5.0,11-12-1999
3,904,5.0,11-12-1999
3,905,3.0,11-12-1999
3,919,4.0,11-12-1999
3,924,5.0,11-12-1999
3,953,5.0,11-12-1999
3,968,3.0,14-12-1999
3,1037,3.0,14-12-1999
3,1060,5.0,11-12-1999
3,1073,5.0,11-12-1999
3,1077,4.0,11-12-1999
3,1079,4.0,11-12-1999
3,1084,5.0,11-12-1999
3,1089,5.0,11-12-1999
3,1094,4.0,11-12-1999
3,1097,5.0,11-12-1999
3,1103,4.0,11-12-1999
3,1125,4.0,11-12-1999
3,1127,3.0,14-12-1999
3,1129,5.0,14-12-1999
3,1179,3.0,11-12-1999
3,1188,2.0,11-12-1999
3,1193,4.0,11-12-1999
3,1196,5.0,11-12-1999
3,1197,5.0,11-12-1999
3,1198,5.0,11-12-1999
3,1199,4.0,11-12-1999
3,1200,4.0,11-12-1999
3,1206,5.0,11-12-1999
3,1208,5.0,11-12-1999
3,1210,5.0,11-12-1999
3,1213,5.0,11-12-1999
3,1214,5.0,11-12-1999
3,1215,4.0,14-12-1999
3,1219,4.0,11-12-1999
3,1220,5.0,11-12-1999
3,1221,5.0,11-12-1999
3,1222,5.0,11-12-1999
3,1225,3.0,11-12-1999
3,1228,3.0,11-12-1999
3,1230,5.0,11-12-1999
3,1240,5.0,11-12-1999
3,1242,5.0,11-12-1999
3,1247,5.0,11-12-1999
3,1257,5.0,11-12-1999
3,1258,5.0,11-12-1999
3,1259,5.0,11-12-1999
3,1261,5.0,11-12-1999
3,1266,5.0,11-12-1999
3,1270,5.0,11-12-1999
3,1272,4.0,11-12-1999
3,1276,5.0,11-12-1999
3,1278,5.0,11-12-1999
3,1288,2.0,11-12-1999
3,1304,5.0,11-12-1999
3,1307,4.0,11-12-1999
3,1321,5.0,11-12-1999
3,1330,3.0,11-12-1999
3,1333,4.0,11-12-1999
3,1345,4.0,11-12-1999
3,1356,5.0,14-12-1999
3,1372,3.0,14-12-1999
3,1373,4.0,14-12-1999
3,1374,5.0,11-12-1999
3,1375,5.0,14-12-1999
3,1376,4.0,11-12-1999
3,1396,3.0,14-12-1999
3,1544,4.0,14-12-1999
3,1584,4.0,14-12-1999
3,1603,4.0,14-12-1999
3,1653,4.0,14-12-1999
3,1674,4.0,11-12-1999
3,1676,5.0,14-12-1999
3,1721,4.0,11-12-1999
3,1762,4.0,14-12-1999
3,1779,3.0,14-12-1999
3,1810,3.0,11-12-1999
3,1831,5.0,14-12-1999
3,1876,4.0,14-12-1999
3,1882,4.0,14-12-1999
3,1909,5.0,14-12-1999
3,1917,4.0,14-12-1999
3,1921,4.0,14-12-1999
3,2009,5.0,14-12-1999
3,2011,3.0,11-12-1999
3,2012,3.0,14-12-1999
3,2018,4.0,11-12-1999
3,2028,4.0,11-12-1999
3,2034,4.0,14-12-1999
3,2046,5.0,14-12-1999
3,2053,3.0,14-12-1999
3,2054,4.0,14-12-1999
3,2076,5.0,11-12-1999
3,2093,5.0,11-12-1999
3,2105,4.0,11-12-1999
3,2117,5.0,11-12-1999
3,2118,5.0,11-12-1999
3,2140,4.0,14-12-1999
3,2150,5.0,11-12-1999
3,2236,4.0,11-12-1999
3,2288,5.0,11-12-1999
3,2311,4.0,11-12-1999
3,2329,4.0,11-12-1999
3,2366,4.0,11-12-1999
3,2371,4.0,11-12-1999
3,2391,5.0,11-12-1999
3,2407,4.0,14-12-1999
3,2428,4.0,14-12-1999
3,2448,5.0,11-12-1999
3,2455,4.0,11-12-1999
3,2505,4.0,11-12-1999
3,2528,4.0,14-12-1999
3,2529,5.0,14-12-1999
3,2530,4.0,14-12-1999
3,2531,3.0,14-12-1999
3,2532,4.0,14-12-1999
3,2533,3.0,14-12-1999
3,2541,1.0,11-12-1999
3,2551,4.0,11-12-1999
3,2567,3.0,11-12-1999
3,2571,5.0,14-12-1999
3,2574,3.0,11-12-1999
3,2613,4.0,14-12-1999
3,2615,4.0,14-12-1999
3,2628,5.0,14-12-1999
3,2640,4.0,14-12-1999
3,2642,3.0,14-12-1999
3,2643,1.0,14-12-1999
3,2657,3.0,14-12-1999
3,2662,3.0,14-12-1999
3,2668,4.0,14-12-1999
3,2676,1.0,11-12-1999
3,2694,4.0,11-12-1999
3,2699,3.0,14-12-1999
3,2710,5.0,11-12-1999
3,2722,4.0,11-12-1999
3,2750,4.0,11-12-1999
3,2788,5.0,11-12-1999
3,2791,5.0,11-12-1999
3,2797,4.0,11-12-1999
3,2808,4.0,14-12-1999
3,2857,3.0,11-12-1999
3,2872,5.0,11-12-1999
3,2900,3.0,14-12-1999
3,2901,3.0,14-12-1999
3,2916,4.0,14-12-1999
3,2918,5.0,11-12-1999
3,2947,4.0,11-12-1999
3,2948,4.0,11-12-1999
3,2949,4.0,11-12-1999
3,2968,5.0,11-12-1999
3,2985,5.0,11-12-1999
3,2986,2.0,14-12-1999
3,3033,5.0,11-12-1999
3,3039,5.0,11-12-1999
3,3070,4.0,11-12-1999
3,3072,4.0,11-12-1999
3,3098,4.0,11-12-1999
3,3142,4.0,11-12-1999
3,5060,5.0,11-12-1999
4,6,3.0,24-08-1996
4,10,4.0,24-08-1996
4,19,3.0,24-08-1996
4,32,1.0,24-08-1996
4,165,3.0,24-08-1996
4,329,3.0,24-08-1996
4,350,4.0,24-08-1996
4,356,4.0,24-08-1996
4,367,3.0,24-08-1996
4,368,4.0,24-08-1996
4,370,4.0,24-08-1996
4,377,4.0,24-08-1996
4,380,3.0,24-08-1996
4,420,3.0,24-08-1996
4,431,4.0,24-08-1996
4,440,3.0,24-08-1996
4,454,5.0,24-08-1996
4,480,4.0,24-08-1996
4,489,4.0,24-08-1996
4,519,3.0,24-08-1996
4,520,4.0,24-08-1996
4,531,3.0,24-08-1996
4,548,3.0,24-08-1996
4,586,4.0,24-08-1996
4,589,4.0,24-08-1996
4,594,4.0,24-08-1996
4,596,4.0,24-08-1996
4,733,5.0,24-08-1996
5,2,3.0,25-12-1996
5,11,5.0,25-12-1996
5,17,3.0,25-12-1996
5,60,3.0,26-12-1996
5,62,5.0,25-12-1996
5,104,2.0,25-12-1996
5,110,4.0,25-12-1996
5,140,2.0,25-12-1996
5,141,5.0,25-12-1996
5,150,5.0,25-12-1996
5,224,2.0,25-12-1996
5,235,3.0,25-12-1996
5,260,5.0,25-12-1996
5,282,4.0,25-12-1996
5,316,4.0,26-12-1996
5,318,5.0,25-12-1996
5,350,4.0,25-12-1996
5,364,5.0,25-12-1996
5,367,3.0,25-12-1996
5,368,5.0,25-12-1996
5,370,4.0,25-12-1996
5,376,4.0,26-12-1996
5,377,5.0,25-12-1996
5,380,5.0,25-12-1996
5,440,5.0,25-12-1996
5,454,5.0,25-12-1996
5,457,5.0,25-12-1996
5,475,4.0,25-12-1996
5,480,4.0,25-12-1996
5,491,4.0,25-12-1996
5,500,5.0,25-12-1996
5,508,5.0,25-12-1996
5,515,3.0,25-12-1996
5,529,4.0,25-12-1996
5,531,5.0,25-12-1996
5,587,4.0,25-12-1996
5,588,5.0,25-12-1996
5,589,5.0,25-12-1996
5,590,5.0,25-12-1996
5,593,3.0,25-12-1996
5,594,5.0,26-12-1996
5,595,5.0,25-12-1996
5,608,3.0,25-12-1996
5,631,3.0,25-12-1996
5,648,3.0,25-12-1996
5,671,5.0,25-12-1996
5,708,3.0,25-12-1996
5,720,5.0,25-12-1996
5,736,5.0,25-12-1996
5,780,5.0,25-12-1996
5,788,3.0,25-12-1996
5,832,5.0,25-12-1996
5,1028,5.0,26-12-1996
5,1035,5.0,26-12-1996
5,1036,5.0,25-12-1996
5,1042,4.0,25-12-1996
5,1073,2.0,25-12-1996
5,1079,5.0,26-12-1996
5,1080,5.0,26-12-1996
5,1097,5.0,25-12-1996
5,1136,5.0,26-12-1996
5,1196,5.0,26-12-1996
5,1198,5.0,26-12-1996
5,1210,5.0,26-12-1996
5,1291,5.0,26-12-1996
5,1393,5.0,25-12-1996
6,1,5.0,13-03-1997
6,3,3.0,13-03-1997
6,7,5.0,13-03-1997
6,17,5.0,13-03-1997
6,52,5.0,13-03-1997
6,62,5.0,13-03-1997
6,135,3.0,13-03-1997
6,140,4.0,13-03-1997
6,141,5.0,13-03-1997
6,260,4.0,13-03-1997
6,494,4.0,13-03-1997
6,628,4.0,13-03-1997
6,648,5.0,13-03-1997
6,653,4.0,13-03-1997
6,708,4.0,13-03-1997
6,719,3.0,13-03-1997
6,733,3.0,13-03-1997
6,736,2.0,13-03-1997
6,743,3.0,13-03-1997
6,762,3.0,13-03-1997
6,780,3.0,13-03-1997
6,788,4.0,13-03-1997
6,802,3.0,13-03-1997
6,1073,1.0,13-03-1997
7,3,3.0,16-01-2002
7,7,3.0,16-01-2002
7,11,4.0,16-01-2002
7,15,2.0,16-01-2002
7,16,3.0,16-01-2002
7,17,2.0,16-01-2002
7,24,3.0,16-01-2002
7,105,2.0,16-01-2002
7,122,2.0,16-01-2002
7,151,3.0,16-01-2002
7,252,2.0,16-01-2002
7,260,5.0,16-01-2002
7,271,3.0,16-01-2002
7,276,2.0,16-01-2002
7,316,3.0,16-01-2002
7,339,3.0,16-01-2002
7,348,4.0,16-01-2002
7,351,3.0,16-01-2002
7,355,3.0,16-01-2002
7,356,4.0,16-01-2002
7,357,3.0,16-01-2002
7,362,3.0,16-01-2002
7,364,4.0,16-01-2002
7,377,3.0,16-01-2002
7,425,3.0,16-01-2002
7,440,4.0,16-01-2002
7,480,5.0,16-01-2002
7,509,2.0,16-01-2002
7,539,4.0,16-01-2002
7,553,4.0,16-01-2002
7,587,5.0,16-01-2002
7,589,5.0,16-01-2002
7,590,4.0,16-01-2002
7,597,4.0,16-01-2002
7,674,2.0,16-01-2002
7,708,3.0,16-01-2002
7,736,3.0,16-01-2002
7,750,5.0,16-01-2002
7,780,4.0,16-01-2002
7,788,3.0,16-01-2002
7,806,1.0,16-01-2002
7,852,3.0,16-01-2002
7,880,3.0,16-01-2002
7,899,4.0,16-01-2002
7,908,4.0,16-01-2002
7,912,5.0,16-01-2002
7,914,3.0,16-01-2002
7,920,4.0,16-01-2002
7,922,3.0,16-01-2002
7,924,3.0,16-01-2002
7,928,3.0,16-01-2002
7,932,3.0,16-01-2002
7,952,3.0,16-01-2002
7,1017,4.0,16-01-2002
7,1020,3.0,16-01-2002
7,1077,5.0,16-01-2002
7,1094,3.0,16-01-2002
7,1095,1.0,16-01-2002
7,1097,4.0,16-01-2002
7,1101,3.0,16-01-2002
7,1183,3.0,16-01-2002
7,1196,5.0,16-01-2002
7,1206,2.0,16-01-2002
7,1210,5.0,16-01-2002
7,1230,3.0,16-01-2002
7,1247,4.0,16-01-2002
7,1253,4.0,16-01-2002
7,1256,5.0,16-01-2002
7,1259,3.0,16-01-2002
7,1265,4.0,16-01-2002
7,1270,4.0,16-01-2002
7,1271,4.0,16-01-2002
7,1272,4.0,16-01-2002
7,1301,3.0,16-01-2002
7,1307,3.0,16-01-2002
7,1343,3.0,16-01-2002
7,1357,4.0,16-01-2002
7,1385,4.0,16-01-2002
7,1391,2.0,16-01-2002
7,1393,3.0,16-01-2002
7,1408,3.0,16-01-2002
7,1409,2.0,16-01-2002
7,1441,3.0,16-01-2002
7,1449,4.0,16-01-2002
7,1466,3.0,16-01-2002
7,1513,2.0,16-01-2002
7,1517,3.0,16-01-2002
7,1544,4.0,16-01-2002
7,1573,3.0,16-01-2002
7,1580,3.0,16-01-2002
7,1597,3.0,16-01-2002
7,1617,3.0,16-01-2002
7,1674,4.0,16-01-2002
7,1682,2.0,16-01-2002
7,1721,5.0,16-01-2002
7,1777,4.0,16-01-2002
7,1882,3.0,16-01-2002
7,1888,3.0,16-01-2002
7,1894,3.0,16-01-2002
7,1911,4.0,16-01-2002
7,1917,4.0,16-01-2002
7,1932,3.0,16-01-2002
7,1964,3.0,16-01-2002
7,2011,4.0,16-01-2002
7,2012,4.0,16-01-2002
7,2013,3.0,16-01-2002
7,2018,4.0,16-01-2002
7,2028,5.0,16-01-2002
7,2054,3.0,16-01-2002
7,2067,3.0,16-01-2002
7,2080,4.0,16-01-2002
7,2081,3.0,16-01-2002
7,2108,3.0,16-01-2002
7,2112,3.0,16-01-2002
7,2125,3.0,16-01-2002
7,2146,3.0,16-01-2002
7,2195,2.0,16-01-2002
7,2243,3.0,16-01-2002
7,2266,2.0,16-01-2002
7,2297,3.0,16-01-2002
7,2311,3.0,16-01-2002
7,2316,3.0,16-01-2002
7,2333,3.0,16-01-2002
7,2346,3.0,16-01-2002
7,2363,3.0,16-01-2002
7,2367,3.0,16-01-2002
7,2384,3.0,16-01-2002
7,2385,2.0,16-01-2002
7,2390,4.0,16-01-2002
7,2396,3.0,16-01-2002
7,2403,4.0,16-01-2002
7,2405,4.0,16-01-2002
7,2407,4.0,16-01-2002
7,2424,3.0,16-01-2002
7,2427,3.0,16-01-2002
7,2463,4.0,16-01-2002
7,2468,2.0,16-01-2002
7,2469,3.0,16-01-2002
7,2478,2.0,16-01-2002
7,2498,2.0,16-01-2002
7,2529,4.0,16-01-2002
7,2535,3.0,16-01-2002
7,2546,3.0,16-01-2002
7,2558,3.0,16-01-2002
7,2598,3.0,16-01-2002
7,2628,4.0,16-01-2002
7,2633,3.0,16-01-2002
7,2640,4.0,16-01-2002
7,2641,4.0,16-01-2002
7,2642,3.0,16-01-2002
7,2654,4.0,16-01-2002
7,2657,2.0,16-01-2002
7,2664,4.0,16-01-2002
7,2671,4.0,16-01-2002
7,2683,3.0,16-01-2002
7,2694,3.0,16-01-2002
7,2701,3.0,16-01-2002
7,2716,4.0,16-01-2002
7,2722,3.0,16-01-2002
7,2723,3.0,16-01-2002
7,2734,2.0,16-01-2002
7,2752,4.0,16-01-2002
7,2762,5.0,16-01-2002
7,2770,2.0,16-01-2002
7,2858,3.0,16-01-2002
7,2861,3.0,16-01-2002
7,2881,4.0,16-01-2002
7,2908,4.0,16-01-2002
7,2916,3.0,16-01-2002
7,2942,5.0,16-01-2002
7,2950,3.0,16-01-2002
7,2959,4.0,16-01-2002
7,2968,2.0,16-01-2002
7,2987,4.0,16-01-2002
7,2993,4.0,16-01-2002
7,3004,2.0,16-01-2002
7,3032,2.0,16-01-2002
7,3033,2.0,16-01-2002
7,3037,4.0,16-01-2002
7,3039,3.0,16-01-2002
7,3062,3.0,16-01-2002
7,3074,3.0,16-01-2002
7,3081,2.0,16-01-2002
7,3086,4.0,16-01-2002
7,3103,2.0,16-01-2002
7,3108,3.0,16-01-2002
7,3118,3.0,16-01-2002
7,3156,3.0,16-01-2002
7,3175,2.0,16-01-2002
7,3176,2.0,16-01-2002
7,3179,5.0,16-01-2002
7,3185,3.0,16-01-2002
7,3194,4.0,16-01-2002
7,3199,2.0,16-01-2002
7,3219,2.0,16-01-2002
7,3235,3.0,16-01-2002
7,3244,3.0,16-01-2002
7,3334,3.0,16-01-2002
7,3341,4.0,16-01-2002
7,3354,3.0,16-01-2002
7,3363,4.0,16-01-2002
7,3408,4.0,16-01-2002
7,3417,5.0,16-01-2002
7,3448,4.0,16-01-2002
7,3469,4.0,16-01-2002
7,3479,5.0,16-01-2002
7,3501,3.0,16-01-2002
7,3510,4.0,16-01-2002
7,3512,4.0,16-01-2002
7,3524,4.0,16-01-2002
7,3526,3.0,16-01-2002
7,3527,3.0,16-01-2002
7,3528,2.0,16-01-2002
7,3578,5.0,16-01-2002
7,3593,2.0,16-01-2002
7,3671,4.0,16-01-2002
7,3684,3.0,16-01-2002
7,3699,4.0,16-01-2002
7,3701,3.0,16-01-2002
7,3717,2.0,16-01-2002
7,3753,4.0,16-01-2002
7,3754,2.0,16-01-2002
7,3793,4.0,16-01-2002
7,3798,2.0,16-01-2002
7,3824,2.0,16-01-2002
7,3826,4.0,16-01-2002
7,3827,3.0,16-01-2002
7,3844,3.0,16-01-2002
7,3864,3.0,16-01-2002
7,3911,4.0,16-01-2002
7,3926,3.0,16-01-2002
7,3932,4.0,16-01-2002
7,3959,4.0,16-01-2002
7,3977,4.0,16-01-2002
7,3978,3.0,16-01-2002
7,3987,4.0,16-01-2002
7,3988,4.0,16-01-2002
7,3994,3.0,16-01-2002
7,4018,3.0,16-01-2002
7,4019,4.0,16-01-2002
7,4023,3.0,16-01-2002
7,4041,4.0,16-01-2002
7,4062,3.0,16-01-2002
7,4155,3.0,16-01-2002
7,4186,4.0,16-01-2002
7,4270,3.0,16-01-2002
7,4306,5.0,16-01-2002
7,4308,4.0,16-01-2002
7,4310,3.0,16-01-2002
7,4317,3.0,16-01-2002
7,4339,4.0,16-01-2002
7,4349,3.0,16-01-2002
7,4361,3.0,16-01-2002
7,4368,3.0,16-01-2002
7,4370,2.0,16-01-2002
7,4464,2.0,16-01-2002
7,4503,3.0,16-01-2002
7,4545,4.0,16-01-2002
7,4603,2.0,16-01-2002
7,4626,4.0,16-01-2002
7,4638,4.0,16-01-2002
7,4639,2.0,16-01-2002
7,4643,4.0,16-01-2002
7,4661,2.0,16-01-2002
7,4700,3.0,16-01-2002
7,4736,3.0,16-01-2002
7,4799,5.0,16-01-2002
7,4848,1.0,16-01-2002
7,4867,4.0,16-01-2002
7,4874,4.0,16-01-2002
7,4896,3.0,16-01-2002
7,4963,5.0,16-01-2002
7,4993,4.0,16-01-2002
7,4994,4.0,16-01-2002
7,4995,3.0,16-01-2002
7,5009,3.0,16-01-2002
8,1,4.0,05-06-1996
8,3,5.0,05-06-1996
8,6,3.0,05-06-1996
8,10,4.0,05-06-1996
8,19,1.0,05-06-1996
8,21,4.0,05-06-1996
8,39,3.0,05-06-1996
8,47,5.0,05-06-1996
8,48,4.0,05-06-1996
8,110,5.0,05-06-1996
8,150,4.0,05-06-1996
8,153,3.0,05-06-1996
8,161,4.0,05-06-1996
8,165,3.0,05-06-1996
8,168,3.0,05-06-1996
8,172,1.0,05-06-1996
8,173,3.0,05-06-1996
8,185,2.0,12-06-1996
8,207,4.0,05-06-1996
8,208,3.0,05-06-1996
8,231,3.0,18-06-1996
8,236,4.0,05-06-1996
8,253,4.0,05-06-1996
8,266,5.0,05-06-1996
8,276,3.0,05-06-1996
8,277,4.0,05-06-1996
8,288,5.0,05-06-1996
8,292,4.0,05-06-1996
8,296,5.0,05-06-1996
8,316,2.0,05-06-1996
8,329,3.0,05-06-1996
8,338,2.0,12-06-1996
8,339,4.0,05-06-1996
8,344,3.0,05-06-1996
8,349,5.0,05-06-1996
8,350,4.0,05-06-1996
8,353,3.0,05-06-1996
8,355,2.0,05-06-1996
8,356,5.0,05-06-1996
8,357,4.0,05-06-1996
8,364,4.0,05-06-1996
8,367,3.0,05-06-1996
8,372,4.0,12-06-1996
8,377,4.0,05-06-1996
8,380,4.0,05-06-1996
8,381,4.0,05-06-1996
8,434,5.0,05-06-1996
8,442,4.0,05-06-1996
8,454,4.0,18-06-1996
8,457,5.0,05-06-1996
8,480,4.0,05-06-1996
8,500,4.0,05-06-1996
8,508,3.0,05-06-1996
8,527,5.0,05-06-1996
8,539,4.0,05-06-1996
8,550,4.0,12-06-1996
8,551,4.0,05-06-1996
8,552,3.0,05-06-1996
8,553,5.0,05-06-1996
8,587,4.0,05-06-1996
8,588,3.0,05-06-1996
8,589,5.0,05-06-1996
8,590,5.0,05-06-1996
8,592,4.0,05-06-1996
8,593,5.0,05-06-1996
8,595,3.0,18-06-1996
8,597,5.0,05-06-1996
8,610,4.0,05-06-1996
8,648,5.0,12-06-1996
8,733,4.0,12-06-1996
9,356,4.0,01-07-2001
9,858,5.0,01-07-2001
9,1219,3.0,01-07-2001
9,1911,3.0,01-07-2001
9,1923,4.0,01-07-2001
